"","Wort","sentiment score"
"9724","protestiertet","-0.0048"
"9725","protestiere","-0.0048"
"9726","protestier","-0.0048"
"9727","protestierte","-0.0048"
"9728","protestierst","-0.0048"
"9729","protestiert","-0.0048"
"9730","protestierten","-0.0048"
"9731","protestierest","-0.0048"
"9732","protestiertest","-0.0048"
"9733","provozierest","-0.3369"
"9734","provozieret","-0.3369"
"9735","provoziertest","-0.3369"
"9736","provoziertet","-0.3369"
"9737","provozier","-0.3369"
"9738","provozierte","-0.3369"
"9739","provozierst","-0.3369"
"9740","provoziere","-0.3369"
"9741","provoziert","-0.3369"
"9742","provozierten","-0.3369"
"9743","geprügelt","-0.0507"
"9744","prügl","-0.0507"
"9745","prügelen","-0.0507"
"9746","prügelte","-0.0507"
"9747","prügelten","-0.0507"
"9748","prügele","-0.0507"
"9749","prügeltest","-0.0507"
"9750","prügelt","-0.0507"
"9751","prügel","-0.0507"
"9752","prügle","-0.0507"
"9753","prügeltet","-0.0507"
"9754","prügelst","-0.0507"
"9755","qualvollstem","-0.0048"
"9756","qualvollsten","-0.0048"
"9757","qualvollstes","-0.0048"
"9758","qualvollster","-0.0048"
"9759","qualvollere","-0.0048"
"9760","qualvolleres","-0.0048"
"9761","qualvollerer","-0.0048"
"9762","qualvolle","-0.0048"
"9763","qualvollen","-0.0048"
"9764","qualvollst","-0.0048"
"9765","qualvollem","-0.0048"
"9766","qualvollste","-0.0048"
"9767","qualvoller","-0.0048"
"9768","qualvolleren","-0.0048"
"9769","qualvollerem","-0.0048"
"9770","qualvolles","-0.0048"
"9771","quälest","-0.1929"
"9772","gequält","-0.1929"
"9773","quältest","-0.1929"
"9774","quälet","-0.1929"
"9775","quälte","-0.1929"
"9776","quälten","-0.1929"
"9777","quälst","-0.1929"
"9778","quäle","-0.1929"
"9779","quältet","-0.1929"
"9780","quält","-0.1929"
"9781","quäl","-0.1929"
"9782","rabiaterem","-0.0402"
"9783","rabiateren","-0.0402"
"9784","rabiaterer","-0.0402"
"9785","rabiatestes","-0.0402"
"9786","rabiates","-0.0402"
"9787","rabiatester","-0.0402"
"9788","rabiater","-0.0402"
"9789","rabiatem","-0.0402"
"9790","rabiateste","-0.0402"
"9791","rabiateres","-0.0402"
"9792","rabiaten","-0.0402"
"9793","rabiatere","-0.0402"
"9794","rabiatestem","-0.0402"
"9795","rabiatesten","-0.0402"
"9796","rabiatest","-0.0402"
"9797","rabiate","-0.0402"
"9798","rammte","-0.0048"
"9799","ramme","-0.0048"
"9800","ramm","-0.0048"
"9801","rammten","-0.0048"
"9802","rammt","-0.0048"
"9803","gerammt","-0.0048"
"9804","rammtest","-0.0048"
"9805","rammest","-0.0048"
"9806","rammst","-0.0048"
"9807","rammet","-0.0048"
"9808","rammtet","-0.0048"
"9809","ramponierest","-0.0048"
"9810","ramponiertest","-0.0048"
"9811","ramponier","-0.0048"
"9812","ramponiere","-0.0048"
"9813","ramponiert","-0.0048"
"9814","ramponiertet","-0.0048"
"9815","ramponierst","-0.0048"
"9816","ramponieret","-0.0048"
"9817","ramponierte","-0.0048"
"9818","ramponierten","-0.0048"
"9819","rasenderen","-0.0048"
"9820","rasenderem","-0.0048"
"9821","rasendem","-0.0048"
"9822","rasendste","-0.0048"
"9823","rasendes","-0.0048"
"9824","rasende","-0.0048"
"9825","rasender","-0.0048"
"9826","rasenderer","-0.0048"
"9827","rasenderes","-0.0048"
"9828","rasenden","-0.0048"
"9829","rasendst","-0.0048"
"9830","rasendster","-0.0048"
"9831","rasendstes","-0.0048"
"9832","rasendere","-0.0048"
"9833","rasendstem","-0.0048"
"9834","rasendsten","-0.0048"
"9835","rauhste","-0.0286"
"9836","rauhe","-0.0286"
"9837","rauhstem","-0.0286"
"9838","rauhere","-0.0286"
"9839","rauhsten","-0.0286"
"9840","rauhes","-0.0286"
"9841","rauhestem","-0.0286"
"9842","rauhesten","-0.0286"
"9843","rauhst","-0.0286"
"9844","rauheste","-0.0286"
"9845","rauhester","-0.0286"
"9846","rauheres","-0.0286"
"9847","rauherer","-0.0286"
"9848","rauhestes","-0.0286"
"9849","rauheren","-0.0286"
"9850","rauhest","-0.0286"
"9851","rauher","-0.0286"
"9852","rauhstes","-0.0286"
"9853","rauherem","-0.0286"
"9854","rauhster","-0.0286"
"9855","rauhem","-0.0286"
"9856","rauhen","-0.0286"
"9857","rebellischst","-0.1706"
"9858","rebellischere","-0.1706"
"9859","rebellischster","-0.1706"
"9860","rebellischerer","-0.1706"
"9861","rebellisches","-0.1706"
"9862","rebellischer","-0.1706"
"9863","rebellischerem","-0.1706"
"9864","rebellischeren","-0.1706"
"9865","rebellischstes","-0.1706"
"9866","rebellischstem","-0.1706"
"9867","rebellischsten","-0.1706"
"9868","rebellischem","-0.1706"
"9869","rebellischeres","-0.1706"
"9870","rebellischen","-0.1706"
"9871","rebellische","-0.1706"
"9872","rebellischste","-0.1706"
"9873","rechthaberischere","-0.0048"
"9874","rechthaberischem","-0.0048"
"9875","rechthaberischen","-0.0048"
"9876","rechthaberische","-0.0048"
"9877","rechthaberischer","-0.0048"
"9878","rechthaberisches","-0.0048"
"9879","rechthaberischerem","-0.0048"
"9880","rechthaberischeren","-0.0048"
"9881","rechthaberischste","-0.0048"
"9882","rechthaberischster","-0.0048"
"9883","rechthaberischstem","-0.0048"
"9884","rechthaberischsten","-0.0048"
"9885","rechthaberischerer","-0.0048"
"9886","rechthaberischst","-0.0048"
"9887","rechthaberischstes","-0.0048"
"9888","rechthaberischeres","-0.0048"
"9889","rechtswidrigere","-0.3406"
"9890","rechtswidrigerem","-0.3406"
"9891","rechtswidrigstem","-0.3406"
"9892","rechtswidrigsten","-0.3406"
"9893","rechtswidrigeren","-0.3406"
"9894","rechtswidrigen","-0.3406"
"9895","rechtswidrigem","-0.3406"
"9896","rechtswidrigerer","-0.3406"
"9897","rechtswidrigste","-0.3406"
"9898","rechtswidrigst","-0.3406"
"9899","rechtswidrige","-0.3406"
"9900","rechtswidriger","-0.3406"
"9901","rechtswidriges","-0.3406"
"9902","rechtswidrigeres","-0.3406"
"9903","rechtswidrigstes","-0.3406"
"9904","rechtswidrigster","-0.3406"
"9905","reduzierest","-0.0048"
"9906","reduziere","-0.0048"
"9907","reduziert","-0.0048"
"9908","reduzierst","-0.0048"
"9909","reduzierte","-0.0048"
"9910","reduziertet","-0.0048"
"9911","reduzierten","-0.0048"
"9912","reduzieret","-0.0048"
"9913","reduziertest","-0.0048"
"9914","reduzier","-0.0048"
"9915","renitenten","-0.0048"
"9916","renitenterem","-0.0048"
"9917","renitenteren","-0.0048"
"9918","renitentest","-0.0048"
"9919","renitentem","-0.0048"
"9920","renitenterer","-0.0048"
"9921","renitenteste","-0.0048"
"9922","renitente","-0.0048"
"9923","renitentestem","-0.0048"
"9924","renitentesten","-0.0048"
"9925","renitentestes","-0.0048"
"9926","renitentere","-0.0048"
"9927","renitentester","-0.0048"
"9928","renitentes","-0.0048"
"9929","renitenter","-0.0048"
"9930","renitenteres","-0.0048"
"9931","riskantestem","-0.0482"
"9932","riskantesten","-0.0482"
"9933","riskanteren","-0.0482"
"9934","riskantes","-0.0482"
"9935","riskantestes","-0.0482"
"9936","riskanter","-0.0482"
"9937","riskanterem","-0.0482"
"9938","riskantester","-0.0482"
"9939","riskanteste","-0.0482"
"9940","riskanten","-0.0482"
"9941","riskantem","-0.0482"
"9942","riskante","-0.0482"
"9943","riskanterer","-0.0482"
"9944","riskanteres","-0.0482"
"9945","riskantest","-0.0482"
"9946","riskantere","-0.0482"
"9947","riskierest","-0.3328"
"9948","riskierten","-0.3328"
"9949","riskier","-0.3328"
"9950","riskierte","-0.3328"
"9951","riskierst","-0.3328"
"9952","riskiertest","-0.3328"
"9953","riskiere","-0.3328"
"9954","riskiert","-0.3328"
"9955","riskieret","-0.3328"
"9956","riskiertet","-0.3328"
"9957","roste","-0.0048"
"9958","rost","-0.0048"
"9959","rostest","-0.0048"
"9960","gerostet","-0.0048"
"9961","rostten","-0.0048"
"9962","rostet","-0.0048"
"9963","rosttet","-0.0048"
"9964","rostete","-0.0048"
"9965","rosteten","-0.0048"
"9966","rosttest","-0.0048"
"9967","rostetest","-0.0048"
"9968","rostetet","-0.0048"
"9969","rostte","-0.0048"
"9970","ruchloseres","-0.037"
"9971","ruchloserer","-0.037"
"9972","ruchlosere","-0.037"
"9973","ruchlosem","-0.037"
"9974","ruchlosen","-0.037"
"9975","ruchlosest","-0.037"
"9976","ruchlosester","-0.037"
"9977","ruchlosestes","-0.037"
"9978","ruchloserem","-0.037"
"9979","ruchloser","-0.037"
"9980","ruchloses","-0.037"
"9981","ruchloseren","-0.037"
"9982","ruchlose","-0.037"
"9983","ruchloseste","-0.037"
"9984","ruchlosestem","-0.037"
"9985","ruchlosesten","-0.037"
"9986","ruinösem","-0.0048"
"9987","ruinösere","-0.0048"
"9988","ruinösen","-0.0048"
"9989","ruinöseste","-0.0048"
"9990","ruinöserem","-0.0048"
"9991","ruinöseren","-0.0048"
"9992","ruinöserer","-0.0048"
"9993","ruinöse","-0.0048"
"9994","ruinösesten","-0.0048"
"9995","ruinöser","-0.0048"
"9996","ruinösest","-0.0048"
"9997","ruinöses","-0.0048"
"9998","ruinösestem","-0.0048"
"9999","ruinösester","-0.0048"
"10000","ruinösestes","-0.0048"
"10001","ruinöseres","-0.0048"
"10002","ruppigere","-0.0048"
"10003","ruppigste","-0.0048"
"10004","ruppigstes","-0.0048"
"10005","ruppigem","-0.0048"
"10006","ruppigeren","-0.0048"
"10007","ruppigerem","-0.0048"
"10008","ruppigster","-0.0048"
"10009","ruppigen","-0.0048"
"10010","ruppiges","-0.0048"
"10011","ruppigstem","-0.0048"
"10012","ruppigsten","-0.0048"
"10013","ruppige","-0.0048"
"10014","ruppiger","-0.0048"
"10015","ruppigeres","-0.0048"
"10016","ruppigst","-0.0048"
"10017","ruppigerer","-0.0048"
"10018","rutscht","-0.0048"
"10019","rutschet","-0.0048"
"10020","rutsche","-0.0048"
"10021","rutschten","-0.0048"
"10022","rutschte","-0.0048"
"10023","rutschtest","-0.0048"
"10024","rutschst","-0.0048"
"10025","rutschtet","-0.0048"
"10026","rutschest","-0.0048"
"10027","rutsch","-0.0048"
"10028","gerutscht","-0.0048"
"10029","rächt","-0.3489"
"10030","rächtet","-0.3489"
"10031","rächtest","-0.3489"
"10032","räche","-0.3489"
"10033","räch","-0.3489"
"10034","rächten","-0.3489"
"10035","rächst","-0.3489"
"10036","rächet","-0.3489"
"10037","rächte","-0.3489"
"10038","gerächt","-0.3489"
"10039","rächest","-0.3489"
"10040","rücksichtslosen","-0.4754"
"10041","rücksichtslosem","-0.4754"
"10042","rücksichtslosest","-0.4754"
"10043","rücksichtslosestes","-0.4754"
"10044","rücksichtslose","-0.4754"
"10045","rücksichtslosester","-0.4754"
"10046","rücksichtsloserer","-0.4754"
"10047","rücksichtsloseres","-0.4754"
"10048","rücksichtslosestem","-0.4754"
"10049","rücksichtslosesten","-0.4754"
"10050","rücksichtsloserem","-0.4754"
"10051","rücksichtsloseste","-0.4754"
"10052","rücksichtsloseren","-0.4754"
"10053","rücksichtslosere","-0.4754"
"10054","rücksichtsloses","-0.4754"
"10055","rücksichtsloser","-0.4754"
"10056","rückständiger","-0.0048"
"10057","rückständigerer","-0.0048"
"10058","rückständiges","-0.0048"
"10059","rückständigsten","-0.0048"
"10060","rückständigerem","-0.0048"
"10061","rückständigere","-0.0048"
"10062","rückständigeren","-0.0048"
"10063","rückständigstem","-0.0048"
"10064","rückständige","-0.0048"
"10065","rückständigst","-0.0048"
"10066","rückständigster","-0.0048"
"10067","rückständigste","-0.0048"
"10068","rückständigen","-0.0048"
"10069","rückständigeres","-0.0048"
"10070","rückständigstes","-0.0048"
"10071","rückständigem","-0.0048"
"10072","rüdestes","-0.0048"
"10073","rüdester","-0.0048"
"10074","rüdestem","-0.0048"
"10075","rüdesten","-0.0048"
"10076","rüdee","-0.0048"
"10077","rüdeer","-0.0048"
"10078","rüdeere","-0.0048"
"10079","rüdees","-0.0048"
"10080","rüdeste","-0.0048"
"10081","rüdeerem","-0.0048"
"10082","rüdeeren","-0.0048"
"10083","rüdeeres","-0.0048"
"10084","rüdest","-0.0048"
"10085","rüdeerer","-0.0048"
"10086","rüdeem","-0.0048"
"10087","rüdeen","-0.0048"
"10088","sabotiert","-0.0048"
"10089","sabotiertest","-0.0048"
"10090","sabotier","-0.0048"
"10091","sabotiertet","-0.0048"
"10092","sabotieret","-0.0048"
"10093","sabotierten","-0.0048"
"10094","sabotierst","-0.0048"
"10095","sabotierte","-0.0048"
"10096","sabotierest","-0.0048"
"10097","sabotiere","-0.0048"
"10098","sauerstem","-0.0048"
"10099","sauerste","-0.0048"
"10100","sauersten","-0.0048"
"10101","saurere","-0.0048"
"10102","sauren","-0.0048"
"10103","sauerst","-0.0048"
"10104","saurem","-0.0048"
"10105","sauerster","-0.0048"
"10106","saurerer","-0.0048"
"10107","sauerstes","-0.0048"
"10108","saureres","-0.0048"
"10109","saurer","-0.0048"
"10110","saurerem","-0.0048"
"10111","saures","-0.0048"
"10112","saure","-0.0048"
"10113","saureren","-0.0048"
"10114","schadee","-0.0048"
"10115","schadeerem","-0.0048"
"10116","schadeste","-0.0048"
"10117","schadeere","-0.0048"
"10118","schadeeres","-0.0048"
"10119","schadeerer","-0.0048"
"10120","schadestem","-0.0048"
"10121","schadeeren","-0.0048"
"10122","schadees","-0.0048"
"10123","schadesten","-0.0048"
"10124","schadest","-0.0048"
"10125","schadester","-0.0048"
"10126","schadeer","-0.0048"
"10127","schadestes","-0.0048"
"10128","schadeen","-0.0048"
"10129","schadeem","-0.0048"
"10130","schadhaftem","-0.0048"
"10131","schadhafteste","-0.0048"
"10132","schadhaften","-0.0048"
"10133","schadhaftere","-0.0048"
"10134","schadhafteren","-0.0048"
"10135","schadhafte","-0.0048"
"10136","schadhafteres","-0.0048"
"10137","schadhafter","-0.0048"
"10138","schadhafterer","-0.0048"
"10139","schadhaftest","-0.0048"
"10140","schadhafterem","-0.0048"
"10141","schadhaftestem","-0.0048"
"10142","schadhaftesten","-0.0048"
"10143","schadhaftestes","-0.0048"
"10144","schadhaftester","-0.0048"
"10145","schadhaftes","-0.0048"
"10146","schalst","-0.0048"
"10147","schale","-0.0048"
"10148","schalstem","-0.0048"
"10149","schalsten","-0.0048"
"10150","schaler","-0.0048"
"10151","schalere","-0.0048"
"10152","schales","-0.0048"
"10153","schaleren","-0.0048"
"10154","schalerem","-0.0048"
"10155","schalen","-0.0048"
"10156","schalster","-0.0048"
"10157","schalem","-0.0048"
"10158","schalerer","-0.0048"
"10159","schalste","-0.0048"
"10160","schalstes","-0.0048"
"10161","schaleres","-0.0048"
"10162","schamloser","-0.3332"
"10163","schamloserem","-0.3332"
"10164","schamlosestes","-0.3332"
"10165","schamloseren","-0.3332"
"10166","schamloses","-0.3332"
"10167","schamloseres","-0.3332"
"10168","schamlosere","-0.3332"
"10169","schamloserer","-0.3332"
"10170","schamlosesten","-0.3332"
"10171","schamlosestem","-0.3332"
"10172","schamlosen","-0.3332"
"10173","schamlosem","-0.3332"
"10174","schamlosester","-0.3332"
"10175","schamlose","-0.3332"
"10176","schamlosest","-0.3332"
"10177","schamloseste","-0.3332"
"10178","schauerlichsten","-0.0048"
"10179","schauerlicher","-0.0048"
"10180","schauerlicheres","-0.0048"
"10181","schauerliches","-0.0048"
"10182","schauerlichstem","-0.0048"
"10183","schauerlicherer","-0.0048"
"10184","schauerliche","-0.0048"
"10185","schauerlicherem","-0.0048"
"10186","schauerlicheren","-0.0048"
"10187","schauerlichem","-0.0048"
"10188","schauerlichster","-0.0048"
"10189","schauerlichen","-0.0048"
"10190","schauerlichst","-0.0048"
"10191","schauerlichstes","-0.0048"
"10192","schauerlichste","-0.0048"
"10193","schauerlichere","-0.0048"
"10194","schaurigstes","-0.0048"
"10195","schaurigster","-0.0048"
"10196","schauriges","-0.0048"
"10197","schauriger","-0.0048"
"10198","schaurige","-0.0048"
"10199","schaurigeres","-0.0048"
"10200","schaurigerer","-0.0048"
"10201","schaurigerem","-0.0048"
"10202","schaurigst","-0.0048"
"10203","schaurigste","-0.0048"
"10204","schaurigeren","-0.0048"
"10205","schaurigere","-0.0048"
"10206","schaurigsten","-0.0048"
"10207","schaurigem","-0.0048"
"10208","schaurigen","-0.0048"
"10209","schaurigstem","-0.0048"
"10210","scheußlicher","-0.1834"
"10211","scheußlicheres","-0.1834"
"10212","scheußliches","-0.1834"
"10213","scheußlichem","-0.1834"
"10214","scheußlicherer","-0.1834"
"10215","scheußlichen","-0.1834"
"10216","scheußlichster","-0.1834"
"10217","scheußliche","-0.1834"
"10218","scheußlichsten","-0.1834"
"10219","scheußlichst","-0.1834"
"10220","scheußlichstem","-0.1834"
"10221","scheußlichere","-0.1834"
"10222","scheußlicheren","-0.1834"
"10223","scheußlicherem","-0.1834"
"10224","scheußlichstes","-0.1834"
"10225","scheußlichste","-0.1834"
"10226","schlaffem","-0.0472"
"10227","schlaffen","-0.0472"
"10228","schlaffste","-0.0472"
"10229","schlaffst","-0.0472"
"10230","schlaffes","-0.0472"
"10231","schlaffer","-0.0472"
"10232","schlaffstem","-0.0472"
"10233","schlaffsten","-0.0472"
"10234","schlaffe","-0.0472"
"10235","schlafferer","-0.0472"
"10236","schlafferem","-0.0472"
"10237","schlafferen","-0.0472"
"10238","schlaffstes","-0.0472"
"10239","schlaffere","-0.0472"
"10240","schlafferes","-0.0472"
"10241","schlaffster","-0.0472"
"10242","schlappstes","-0.0048"
"10243","schlappster","-0.0048"
"10244","schlappere","-0.0048"
"10245","schlappsten","-0.0048"
"10246","schlappstem","-0.0048"
"10247","schlappe","-0.0048"
"10248","schlapperen","-0.0048"
"10249","schlapperem","-0.0048"
"10250","schlappste","-0.0048"
"10251","schlappem","-0.0048"
"10252","schlappen","-0.0048"
"10253","schlapperer","-0.0048"
"10254","schlapperes","-0.0048"
"10255","schlapper","-0.0048"
"10256","schlappes","-0.0048"
"10257","schlappst","-0.0048"
"10258","schlechtem","-0.7706"
"10259","schlechten","-0.7706"
"10260","schlechteste","-0.7706"
"10261","schlechtes","-0.7706"
"10262","schlechtest","-0.7706"
"10263","schlechte","-0.7706"
"10264","schlechter","-0.7706"
"10265","schlechteren","-0.7706"
"10266","schlechterem","-0.7706"
"10267","schlechtesten","-0.7706"
"10268","schlechtestem","-0.7706"
"10269","schlechtere","-0.7706"
"10270","schlechtester","-0.7706"
"10271","schlechteres","-0.7706"
"10272","schlechterer","-0.7706"
"10273","schlechtestes","-0.7706"
"10274","schleppendster","-0.0048"
"10275","schleppende","-0.0048"
"10276","schleppendstes","-0.0048"
"10277","schleppenderes","-0.0048"
"10278","schleppenderer","-0.0048"
"10279","schleppendstem","-0.0048"
"10280","schleppendsten","-0.0048"
"10281","schleppenderem","-0.0048"
"10282","schleppenderen","-0.0048"
"10283","schleppendste","-0.0048"
"10284","schleppendere","-0.0048"
"10285","schleppendes","-0.0048"
"10286","schleppender","-0.0048"
"10287","schleppendst","-0.0048"
"10288","schleppendem","-0.0048"
"10289","schleppenden","-0.0048"
"10290","schlichtes","-0.623"
"10291","schlichtere","-0.623"
"10292","schlichtem","-0.623"
"10293","schlichten","-0.623"
"10294","schlichterem","-0.623"
"10295","schlichter","-0.623"
"10296","schlichtesten","-0.623"
"10297","schlichteres","-0.623"
"10298","schlichte","-0.623"
"10299","schlichterer","-0.623"
"10300","schlichtest","-0.623"
"10301","schlichtestem","-0.623"
"10302","schlichteren","-0.623"
"10303","schlichtester","-0.623"
"10304","schlichteste","-0.623"
"10305","schlichtestes","-0.623"
"10306","schlimmste","-0.1705"
"10307","schlimmstem","-0.1705"
"10308","schlimmsten","-0.1705"
"10309","schlimmer","-0.1705"
"10310","schlimmes","-0.1705"
"10311","schlimmerer","-0.1705"
"10312","schlimmeren","-0.1705"
"10313","schlimmerem","-0.1705"
"10314","schlimmere","-0.1705"
"10315","schlimmeres","-0.1705"
"10316","schlimme","-0.1705"
"10317","schlimmen","-0.1705"
"10318","schlimmst","-0.1705"
"10319","schlimmster","-0.1705"
"10320","schlimmem","-0.1705"
"10321","schlimmstes","-0.1705"
"10322","schlotterten","-0.0048"
"10323","schlotter","-0.0048"
"10324","schlotterst","-0.0048"
"10325","schlotterte","-0.0048"
"10326","schlotteren","-0.0048"
"10327","schlottert","-0.0048"
"10328","geschlottert","-0.0048"
"10329","schlottertest","-0.0048"
"10330","schlottere","-0.0048"
"10331","schlottertet","-0.0048"
"10332","schmerz","-0.3251"
"10333","schmerzten","-0.3251"
"10334","schmerztet","-0.3251"
"10335","schmerzet","-0.3251"
"10336","schmerztest","-0.3251"
"10337","schmerzte","-0.3251"
"10338","geschmerzt","-0.3251"
"10339","schmerzt","-0.3251"
"10340","schmerze","-0.3251"
"10341","schmerzest","-0.3251"
"10342","schmerzerfülltest","-0.0048"
"10343","schmerzerfülltem","-0.0048"
"10344","schmerzerfüllterer","-0.0048"
"10345","schmerzerfüllten","-0.0048"
"10346","schmerzerfülltes","-0.0048"
"10347","schmerzerfüllter","-0.0048"
"10348","schmerzerfüllteres","-0.0048"
"10349","schmerzerfülltesten","-0.0048"
"10350","schmerzerfüllterem","-0.0048"
"10351","schmerzerfüllteren","-0.0048"
"10352","schmerzerfüllteste","-0.0048"
"10353","schmerzerfülltestem","-0.0048"
"10354","schmerzerfülltester","-0.0048"
"10355","schmerzerfülltestes","-0.0048"
"10356","schmerzerfülltere","-0.0048"
"10357","schmerzerfüllte","-0.0048"
"10358","schmerzhaftestes","-0.3182"
"10359","schmerzhaftester","-0.3182"
"10360","schmerzhaftere","-0.3182"
"10361","schmerzhaftesten","-0.3182"
"10362","schmerzhafte","-0.3182"
"10363","schmerzhafterem","-0.3182"
"10364","schmerzhaften","-0.3182"
"10365","schmerzhafteren","-0.3182"
"10366","schmerzhaftes","-0.3182"
"10367","schmerzhaftest","-0.3182"
"10368","schmerzhafter","-0.3182"
"10369","schmerzhafteste","-0.3182"
"10370","schmerzhaftestem","-0.3182"
"10371","schmerzhafterer","-0.3182"
"10372","schmerzhaftem","-0.3182"
"10373","schmerzhafteres","-0.3182"
"10374","schmerzlicheren","-0.0516"
"10375","schmerzlichstem","-0.0516"
"10376","schmerzlichem","-0.0516"
"10377","schmerzlichen","-0.0516"
"10378","schmerzlicherer","-0.0516"
"10379","schmerzlicheres","-0.0516"
"10380","schmerzlichsten","-0.0516"
"10381","schmerzlicher","-0.0516"
"10382","schmerzliches","-0.0516"
"10383","schmerzlichstes","-0.0516"
"10384","schmerzlichster","-0.0516"
"10385","schmerzlichst","-0.0516"
"10386","schmerzlichste","-0.0516"
"10387","schmerzliche","-0.0516"
"10388","schmerzlicherem","-0.0516"
"10389","schmerzlichere","-0.0516"
"10390","schmerzvolle","-0.0428"
"10391","schmerzvollstem","-0.0428"
"10392","schmerzvollsten","-0.0428"
"10393","schmerzvollste","-0.0428"
"10394","schmerzvollster","-0.0428"
"10395","schmerzvollerem","-0.0428"
"10396","schmerzvolleren","-0.0428"
"10397","schmerzvollst","-0.0428"
"10398","schmerzvollstes","-0.0428"
"10399","schmerzvolleres","-0.0428"
"10400","schmerzvoller","-0.0428"
"10401","schmerzvolles","-0.0428"
"10402","schmerzvollem","-0.0428"
"10403","schmerzvollen","-0.0428"
"10404","schmerzvollere","-0.0428"
"10405","schmerzvollerer","-0.0428"
"10406","schmuggeltest","-0.0048"
"10407","schmuggelte","-0.0048"
"10408","schmuggle","-0.0048"
"10409","schmuggelst","-0.0048"
"10410","schmuggeltet","-0.0048"
"10411","schmuggelen","-0.0048"
"10412","schmuggel","-0.0048"
"10413","schmuggelt","-0.0048"
"10414","schmuggl","-0.0048"
"10415","schmuggelten","-0.0048"
"10416","schmuggele","-0.0048"
"10417","geschmuggelt","-0.0048"
"10418","schmutzigeren","-0.2984"
"10419","schmutzigstes","-0.2984"
"10420","schmutzigster","-0.2984"
"10421","schmutzigerem","-0.2984"
"10422","schmutzigerer","-0.2984"
"10423","schmutzigeres","-0.2984"
"10424","schmutzigen","-0.2984"
"10425","schmutzigem","-0.2984"
"10426","schmutzigst","-0.2984"
"10427","schmutziges","-0.2984"
"10428","schmutzige","-0.2984"
"10429","schmutzigste","-0.2984"
"10430","schmutziger","-0.2984"
"10431","schmutzigstem","-0.2984"
"10432","schmutzigsten","-0.2984"
"10433","schmutzigere","-0.2984"
"10434","schockest","-0.0396"
"10435","schockst","-0.0396"
"10436","schockte","-0.0396"
"10437","schocket","-0.0396"
"10438","schocktet","-0.0396"
"10439","schock","-0.0396"
"10440","schocktest","-0.0396"
"10441","schockten","-0.0396"
"10442","schocke","-0.0396"
"10443","schockt","-0.0396"
"10444","geschockt","-0.0396"
"10445","schonungsloseste","-0.461"
"10446","schonungslosere","-0.461"
"10447","schonungsloser","-0.461"
"10448","schonungsloserem","-0.461"
"10449","schonungsloseren","-0.461"
"10450","schonungslosestem","-0.461"
"10451","schonungslosesten","-0.461"
"10452","schonungsloses","-0.461"
"10453","schonungsloserer","-0.461"
"10454","schonungslosester","-0.461"
"10455","schonungslose","-0.461"
"10456","schonungsloseres","-0.461"
"10457","schonungslosest","-0.461"
"10458","schonungslosem","-0.461"
"10459","schonungslosestes","-0.461"
"10460","schonungslosen","-0.461"
"10461","schrecklicheres","-0.0242"
"10462","schreckliche","-0.0242"
"10463","schreckliches","-0.0242"
"10464","schrecklicher","-0.0242"
"10465","schrecklichere","-0.0242"
"10466","schrecklichstem","-0.0242"
"10467","schrecklichsten","-0.0242"
"10468","schrecklichster","-0.0242"
"10469","schrecklichste","-0.0242"
"10470","schrecklichstes","-0.0242"
"10471","schrecklicheren","-0.0242"
"10472","schrecklicherem","-0.0242"
"10473","schrecklichem","-0.0242"
"10474","schrecklicherer","-0.0242"
"10475","schrecklichen","-0.0242"
"10476","schrecklichst","-0.0242"
"10477","schrumpfst","-0.0048"
"10478","schrumpfte","-0.0048"
"10479","schrumpfest","-0.0048"
"10480","schrumpft","-0.0048"
"10481","schrumpften","-0.0048"
"10482","schrumpftest","-0.0048"
"10483","schrumpftet","-0.0048"
"10484","schrumpfe","-0.0048"
"10485","schrumpfet","-0.0048"
"10486","geschrumpft","-0.0048"
"10487","schrumpf","-0.0048"
"10488","schubsten","-0.1756"
"10489","schubset","-0.1756"
"10490","geschubst","-0.1756"
"10491","schubse","-0.1756"
"10492","schubst","-0.1756"
"10493","schubstet","-0.1756"
"10494","schubstest","-0.1756"
"10495","schubste","-0.1756"
"10496","schubs","-0.1756"
"10497","schubsest","-0.1756"
"10498","schuftiger","-0.0048"
"10499","schuftigstes","-0.0048"
"10500","schuftiges","-0.0048"
"10501","schuftige","-0.0048"
"10502","schuftigen","-0.0048"
"10503","schuftigere","-0.0048"
"10504","schuftigste","-0.0048"
"10505","schuftigem","-0.0048"
"10506","schuftigsten","-0.0048"
"10507","schuftigstem","-0.0048"
"10508","schuftigerem","-0.0048"
"10509","schuftigeren","-0.0048"
"10510","schuftigster","-0.0048"
"10511","schuftigerer","-0.0048"
"10512","schuftigst","-0.0048"
"10513","schuftigeres","-0.0048"
"10514","schuldet","-0.0048"
"10515","schuldeten","-0.0048"
"10516","schuldten","-0.0048"
"10517","schuld","-0.0048"
"10518","geschuldet","-0.0048"
"10519","schuldetest","-0.0048"
"10520","schuldtest","-0.0048"
"10521","schuldtet","-0.0048"
"10522","schuldete","-0.0048"
"10523","schulde","-0.0048"
"10524","schuldte","-0.0048"
"10525","schuldetet","-0.0048"
"10526","schuldest","-0.0048"
"10527","schuldhaftester","-0.3346"
"10528","schuldhafteste","-0.3346"
"10529","schuldhaftestem","-0.3346"
"10530","schuldhaftesten","-0.3346"
"10531","schuldhaftest","-0.3346"
"10532","schuldhaftestes","-0.3346"
